"anonid" "setname" "item" "color1" "color2" "color3" "timing1" "timing2" "timing3"
"1643" "2096df4f-8278-4088-acf5-2528692ce1ec" "set1" "01" "#5285AD" "#4E91B1" "#5861A7" 2477 1971 3696
"1644" "2096df4f-8278-4088-acf5-2528692ce1ec" "set1" "06" "#81AF50" "#5CB649" "#8AAB54" 3906 16006 1700
"1645" "2096df4f-8278-4088-acf5-2528692ce1ec" "set1" "04" "#AEAF50" "#94BD42" "#91B847" 3503 3458 1875
"1646" "2096df4f-8278-4088-acf5-2528692ce1ec" "set1" "10" "#F11B0E" "#EF2510" "#F30C19" 1486 1956 2806
"1647" "2096df4f-8278-4088-acf5-2528692ce1ec" "set1" "16" "#5589AA" "#B74869" "#D22D7E" 2489 3797 3167
"1648" "2096df4f-8278-4088-acf5-2528692ce1ec" "set1" "07" "#86D728" "#D4EF10" "#7FC53A" 4529 7641 5955
"1649" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "12" "#10DCEF" "#FB7104" "#FF7800" 15958 1787 1819
"1650" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "09" "#27FF00" "#F5FF00" "#FAFF00" 2307 1059 1392
"1651" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "14" "#FC6703" "#FF7A00" "#FF7E00" 2706 1052 749
"1652" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "13" "#FCB103" "#FF7D00" "#F8FF00" 1963 1232 1324
"1653" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "08" "#31FF00" "#1EFF00" "#09FD02" 1802 901 800
"1654" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "02" "#00FDFF" "#04F6FB" "#00FCFF" 2011 3305 4730
"1655" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "03" "#FF0007" "#06F9F4" "#FB0E04" 2459 2950 1007
"1656" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "11" "#F4FF00" "#FFFB00" "#FEFC01" 1009 1273 1009
"1657" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "05" "#BBF1FB" "#B7E5E6" "#00FFFD" 18485 6787 707
"1658" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "15" "#FB6D87" "#9AC2CD" "#A5C0CA" 21214 4019 6222
"1659" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "01" "#00E7FF" "#00FFF5" "#00FFF7" 2596 1661 1460
"1660" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "06" "#7DE3E4" "#05FAD4" "#A9D9DE" 9425 7057 4796
"1661" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "04" "#C5E6EC" "#FF0019" "#6EFAF1" 7062 5094 4777
"1662" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "10" "#FFF500" "#F9FF00" "#FAFD02" 1179 1217 578
"1663" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "16" "#00F3FF" "#03FBFC" "#00FFFE" 2696 522 1107
"1664" "20aea0f9-397a-436d-84e3-254f475ce421" "set1" "07" "#01FE74" "#01FE29" "#0FFF00" 2518 1806 597
"1665" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "12" "#9BAB54" "#927F6D" "#9D626F" 5269 1711 2026
"1666" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "09" "#E49D1B" "#906F81" "#9A6579" 2652 1084 1588
"1667" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "14" "#969867" "#A78058" "#976A68" 1658 5248 1508
"1668" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "13" "#8E946B" "#999866" "#808B74" 1563 2207 937
"1669" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "08" "#DDAA22" "#C3653C" "#20CEDF" 4359 2864 2236
"1670" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "02" "#EC1314" "#F0A40F" "#F40B18" 2073 1901 1485
"1671" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "03" "#E82B17" "#B99346" "#E55F1A" 1650 3135 1755
"1672" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "11" "#956A6E" "#57A889" "#D1B22E" 1456 2405 2112
"1673" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "05" "#10EFCC" "#E7DC18" "#ED8012" 3522 1744 2698
"1674" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "15" "#93706C" "#6F9076" "#90806F" 1282 1278 2995
"1675" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "01" "#EF1083" "#EC5313" "#ECA713" 2011 1470 1764
"1676" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "06" "#E97816" "#EF9C10" "#976699" 3730 2755 604
"1677" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "04" "#E7A218" "#CE9D31" "#D3942C" 2554 6179 1449
"1678" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "10" "#59A699" "#9C9963" "#239BDC" 1615 1342 1906
"1679" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "16" "#E3C51C" "#DA4E25" "#F08C0F" 2288 1479 1533
"1680" "214c2fc5-87cc-44aa-8216-d9f78fb93219" "set1" "07" "#AAA555" "#C3743C" "#8E6798" 1764 1428 1255
"1681" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "12" "#AF4929" "#82B946" "#6338C7" 9736 4026 3330
"1682" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "09" "#BC6F1D" "#2975D6" "#2961D6" 8590 4201 3105
"1683" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "14" "#A6C33C" "#880EF1" "#621CE3" 5892 8964 3635
"1684" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "13" "#84BD42" "#4585BA" "#6026D9" 3458 5037 3423
"1685" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "08" "#CC7933" "#D97526" "#F5CE0A" 4415 2724 3995
"1686" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "02" "#E5C61A" "#EDE312" "#DAFD02" 3750 6380 4353
"1687" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "03" "#D0A02F" "#CDDA25" "#C4EA15" 13297 9209 3224
"1688" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "11" "#D87427" "#2D84D2" "#511FE0" 10554 5460 3935
"1689" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "05" "#96BE1F" "#EDC212" "#E2D91D" 15756 6629 3295
"1690" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "15" "#3D68C2" "#7419E6" "#5E1CE3" 7738 6737 2995
"1691" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "01" "#DEE718" "#D7F40B" "#D8F50A" 5664 5201 2922
"1692" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "06" "#DCCC23" "#DDBB22" "#DEF50A" 6435 5334 6505
"1693" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "04" "#D4E21D" "#E6A819" "#CEF20D" 4270 4209 5189
"1694" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "10" "#D7A328" "#771EE1" "#1E59E1" 5460 6731 3025
"1695" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "16" "#E1F807" "#D9F40B" "#E8FF00" 3352 2781 5321
"1696" "217dadbb-55f8-4d2e-bb69-0dd35f40429a" "set1" "07" "#B8F50A" "#ECE913" "#F6DC09" 5901 6419 10100
"1697" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "12" "#6248B7" "#2F4843" "#3DC2B0" 6479 7694 4767
"1698" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "09" "#1E2E4E" "#1B141C" "#21192E" 8251 7821 13682
"1699" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "14" "#2D3E2E" "#35B9CA" "#7E7A36" 8519 5343 17544
"1700" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "13" "#1C1B33" "#2A4241" "#314230" 5365 6887 9260
"1701" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "08" "#293123" "#282A3B" "#56324D" 7890 7562 9366
"1702" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "02" "#313F40" "#242B33" "#323825" 8926 8049 8325
"1703" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "03" "#403744" "#1F281A" "#4F4A44" 8546 6825 9426
"1704" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "11" "#3F2C43" "#457125" "#4B8288" 12453 7002 6507
"1705" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "05" "#000000" NA NA 12555 5304 10018
"1706" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "15" NA "#36493A" "#2ED1C3" 6793 8314 5592
"1707" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "01" "#362347" "#162F17" "#190D5B" 12741 5831 13387
"1708" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "06" "#080906" NA NA 6544 5134 3709
"1709" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "04" "#362535" "#263126" "#1C7C42" 9963 6875 8602
"1710" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "10" "#0E0A11" "#3EC15A" "#524A24" 7873 3864 12134
"1711" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "16" "#422248" "#070805" "#3B2B17" 9846 5834 9954
"1712" "2180fcf3-8715-4137-8cb5-e058ac1e89c8" "set1" "07" "#233126" "#1A141C" "#202622" 11196 8351 6448
"1713" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "12" "#FA0805" "#E4291B" "#F52A0A" 4041 2350 1235
"1714" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "09" "#FE0112" NA "#EB2314" 1858 1775 1024
"1715" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "14" "#E91916" "#FD0213" "#EE1113" 2367 1579 967
"1716" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "13" "#F50A1B" "#F50A21" "#D3C02C" 1661 1878 1439
"1717" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "08" "#FA1805" "#EF1020" "#82AE51" 2788 1708 1042
"1718" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "02" "#FA05C4" "#9CAD52" "#B1A14E" 3940 1996 1089
"1719" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "03" "#F2F807" "#C7B938" "#C09A3F" 4117 2420 1687
"1720" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "11" "#FE4C01" "#F3250C" "#E32D1C" 1835 1259 914
"1721" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "05" "#D99426" "#A5B44B" "#5D9FA2" 2125 1365 1356
"1722" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "15" "#E3281C" "#C55D3A" "#FB1B04" 5344 2145 1483
"1723" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "01" "#B04F56" "#57A8A5" "#B4974B" 4500 2858 1263
"1724" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "06" "#41B4BE" "#A2BB44" "#DA3B25" 1992 1071 1314
"1725" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "04" "#909966" "#C6D22D" "#C1BD3E" 1416 1222 1327
"1726" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "10" "#F67109" "#F80715" "#CE3132" 2874 879 1236
"1727" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "16" "#F90806" "#E11E1F" "#D92676" 1624 1893 1316
"1728" "21b7275d-6145-4908-9519-32d18721b3cc" "set1" "07" "#B45B4B" "#B1504E" "#BF4047" 1598 1918 1536
"1729" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "12" "#2E1EE1" "#381CE3" "#432FD0" 9539 2322 2405
"1730" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "09" "#2CD336" "#E2591D" "#40DE21" 6930 2585 4918
"1731" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "14" "#243BDB" "#3E1BE4" "#3C20DF" 3126 5272 2526
"1732" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "13" "#30DD22" "#0E36F1" "#42E51A" 5947 7047 3747
"1733" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "08" "#E31C21" "#E72818" "#DF3220" 2853 2227 2015
"1734" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "02" "#1D34E2" "#5018E7" "#39ED12" 3970 4525 4758
"1735" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "03" "#7AD926" "#22DD38" "#3CE619" 3582 2303 3365
"1736" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "11" "#3122DD" "#3A1BE4" "#2B1FE0" 5212 2846 2886
"1737" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "05" "#26D928" "#39DD22" "#35E51A" 3722 2185 2150
"1738" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "15" "#4623DC" "#2422DD" "#4526D9" 3042 3012 4397
"1739" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "01" "#808080" "#3F19E6" "#3528D7" 2607 2528 3090
"1740" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "06" "#31DA25" "#1FE04C" "#DF3F20" 2549 5490 2156
"1741" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "04" "#13EC1C" "#72EA15" "#1AE522" 3808 5899 3233
"1742" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "10" "#1818E7" "#112FEE" "#6FDF20" 2878 2751 2880
"1743" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "16" "#4F22DD" "#2224DD" "#24DF20" 2512 4113 4069
"1744" "21b7ec49-2021-4fcc-95d8-3a86c4bf5cfc" "set1" "07" "#DB3724" "#E32C1C" "#ED1225" 3158 2789 2422
"1745" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "12" "#E51A44" "#D2902D" "#CD3293" 6696 1682 2411
"1746" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "09" "#DC2369" "#C93697" "#EB6214" 2010 1107 1937
"1747" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "14" "#97D32C" "#CE3161" "#DE7A21" 2316 1588 1441
"1748" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "13" "#D5922A" "#E21D2F" "#629D8C" 3339 1955 1523
"1749" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "08" "#422BD4" "#463EC1" "#E51A1B" 2063 2308 133685
"1750" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "02" "#19E65B" "#C81DE2" "#5DA269" 1953 1246 1232
"1751" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "03" "#27D8D5" "#916E82" "#39AFC6" 1741 881 3040
"1752" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "11" "#2FD0C5" "#8CD629" "#E21D31" 1793 6844 1781
"1753" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "05" "#541BE4" "#7FBA45" "#4CA5B3" 1958 1426 1024
"1754" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "15" "#D8278C" "#C96C36" "#BD42B9" 2708 8658 1387
"1755" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "01" "#708B8F" "#4ABA45" "#BB9944" 1284 1310 1491
"1756" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "06" "#579EA8" "#B08B4F" "#A1B34C" 1229 1825 1089
"1757" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "04" "#6E3CC3" "#8E3FC0" "#CE2CD3" 1127 1783 1787
"1758" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "10" "#3F76C0" "#7B9F60" "#E6191B" 1622 2816 1531
"1759" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "16" "#4C9FB3" "#62E21D" "#AACA35" 1790 904 1731
"1760" "21bec4ec-c426-4dff-b42d-bbcf46fff55c" "set1" "07" "#8C8D72" "#47B84C" "#C03F69" 2186 1168 2264
"1761" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "12" "#5424DB" "#432BD4" "#222CDD" 3860 1061 867
"1762" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "09" "#2BD433" "#3138CE" "#2E18E7" 2296 1115 850
"1763" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "14" "#1E3BE1" "#383BC7" "#4A2FD0" 1493 1706 896
"1764" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "13" "#2D76D2" "#4F39C6" "#3B75C4" 1805 1248 3381
"1765" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "08" "#72CC33" "#C76638" "#BE5D41" 1829 2605 1199
"1766" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "02" "#CCD12E" "#C6C639" "#B9BE41" 1624 1338 1491
"1767" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "03" "#57C53A" "#48D02F" "#42BD50" 1483 1953 2253
"1768" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "11" "#3C35CA" "#3738C8" "#4385BC" 1129 2221 2671
"1769" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "05" "#46B956" "#36C957" "#32D42B" 1427 1220 1222
"1770" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "15" "#3127D8" "#4B29D6" "#9A2DD2" 1322 1204 1982
"1771" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "01" "#DBD924" "#BEC13E" "#D7DC23" 1861 4308 3537
"1772" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "06" "#73BC43" "#6CC53A" "#C46B3B" 2760 995 948
"1773" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "04" "#90D32C" "#39C6A2" "#36C983" 1004 793 1471
"1774" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "10" "#6A2DD2" "#723BC4" "#3E6FC1" 1076 972 3421
"1775" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "16" "#C0AF3F" "#C6C837" "#BBC03F" 793 4294 1863
"1776" "21ff7d4a-0782-4285-abce-5ace8f731ad8" "set1" "07" "#C5923A" "#D52B2A" "#ED121E" 2092 1262 834
"1777" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "12" NA "#37C869" "#06F931" 18726 10114 1762
"1778" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "09" NA "#483FC0" "#5BE31C" 5032 2312 1727
"1779" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "14" NA "#5C7EA3" "#798685" 14261 3947 1147
"1780" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "13" NA "#CB6F34" "#A1985E" 8356 1646 1087
"1781" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "08" NA "#808080" "#F4100B" 2494 1065 1576
"1782" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "02" "#9F6089" "#A25D83" "#977F68" 2423 1569 1032
"1783" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "03" "#AC47B8" "#6FCB34" "#D95A26" 2624 1510 1211
"1784" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "11" "#347BCB" "#7F3DC2" "#E916CB" 2162 1353 2263
"1785" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "05" "#5567AA" "#F05D0F" "#DAD525" 1671 1715 1275
"1786" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "15" "#36C944" "#F708DE" "#F0630F" 1606 1977 1487
"1787" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "01" "#6F7690" "#3FC042" "#7E12ED" 1580 960 4535
"1788" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "06" "#32A4CD" "#459EBA" "#BEAC41" 1951 1687 968
"1789" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "04" "#2E4BD1" "#F00FEF" "#BD6842" 2356 2036 1806
"1790" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "10" "#4CB35C" "#817788" "#1558EA" 1535 5705 2233
"1791" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "16" "#47B860" "#D06D2F" "#8D708F" 1991 1489 971
"1792" "22610c1d-c1b9-4264-80ee-3c6b2b97b522" "set1" "07" "#D1CD2E" "#AC31CE" "#48B793" 855 1542 1004
"1793" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "12" "#24871E" "#206712" "#1EB01B" 13095 4409 2831
"1794" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "09" "#2D08F7" "#A612ED" "#25AC21" 146501 6298 16537
"1795" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "14" "#2D8D22" "#2A9B29" "#2E8835" 11388 4959 3328
"1796" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "13" "#30812F" "#28841E" "#1B8612" 7874 6951 7212
"1797" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "08" "#A427D8" "#A111EE" "#AC1EE1" 7082 4721 1859
"1798" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "02" "#F2230D" "#ECEB13" "#F01D0F" 3078 2284 1563
"1799" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "03" "#ED1214" "#F10E10" "#EF1F10" 1233 1933 1519
"1800" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "11" "#40D12E" "#309B20" "#2C902A" 4123 4919 3171
"1801" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "05" "#EDEC12" "#E8E817" "#E8E517" 3986 2341 1932
"1802" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "15" "#1A800E" "#399521" "#198E20" 10755 5009 5617
"1803" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "01" "#EBE514" "#EDF20D" "#EDF20D" 1633 2683 2702
"1804" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "06" "#ECEB13" "#E9E716" "#E3EC13" 8206 4791 1662
"1805" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "04" "#E5E01A" "#D9DC23" "#E3F20D" 4607 3102 4695
"1806" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "10" "#24A117" "#2AA61D" "#2C8636" 4963 4438 3885
"1807" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "16" "#F1F00E" "#DBE718" "#E6F609" 7016 5049 4015
"1808" "22bd31b9-18b2-43c6-b7d2-841cbc44d7bc" "set1" "07" "#E2EC13" "#EDEB12" "#E9ED12" 2759 1810 2842
"1809" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "12" "#0B023D" "#09116E" "#33047A" 20109 6095 19330
"1810" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "09" "#F2EE0D" "#130C75" "#0E0F76" 8613 5751 6441
"1811" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "14" "#461A6D" "#400D64" "#540B64" 13947 12211 5037
"1812" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "13" "#0F0565" "#080B6D" "#1D0569" 7236 6644 8024
"1813" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "08" "#EBEC13" "#EDE512" "#EFE310" 4004 4647 4328
"1814" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "02" "#FFFFFF" "#FFFFFF" "#FEF7FD" 12822 3935 2762
"1815" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "03" "#A56A5A" "#B3827C" "#CA8077" 12201 9575 7778
"1816" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "11" "#07096F" "#08166E" "#0E0A91" 6685 5264 7136
"1817" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "05" "#A4645B" "#C28483" "#C97E6E" 8445 4875 7269
"1818" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "15" "#4E0659" "#41085B" "#54128A" 23989 8996 6284
"1819" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "01" "#FFFFFF" "#FBF5FE" "#FFFFFF" 3818 3481 1930
"1820" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "06" "#B76448" "#BD6642" "#BF7B41" 2817 5356 6305
"1821" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "04" "#B76E48" "#B99573" "#C4A58B" 5975 8418 4877
"1822" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "10" "#100865" "#1B139B" "#1D0C90" 5306 4964 6513
"1823" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "16" "#FFFFFF" "#F9FBFC" "#FCFBFA" 2408 3768 1958
"1824" "22cad414-8f17-491a-9b5e-451f3031a6de" "set1" "07" "#F0EF8F" "#F6EF9D" "#E7D687" 11051 9091 11515
"1825" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "12" "#345B62" "#403B42" "#0D0E05" 7855 2564 1254
"1826" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "09" "#309390" "#F63C79" "#973B18" 3008 1197 757
"1827" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "14" "#252117" "#0F1B0B" "#0E0D0D" 5396 1262 1434
"1828" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "13" "#122C21" "#202017" "#08020F" 2106 1309 1594
"1829" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "08" "#42E94C" "#B8B48C" "#5BC6F8" 2754 1357 1057
"1830" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "02" "#CB6CB6" "#5396F0" "#CAD74F" 2816 1097 994
"1831" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "03" "#A2AEB2" "#C57F8C" "#5753D1" 1624 1610 1301
"1832" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "11" "#079479" "#222C2D" "#0A164D" 1627 2269 1834
"1833" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "05" "#72577E" "#70536A" "#14438B" 1315 993 931
"1834" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "15" "#181C02" "#1A1803" "#0B0A0A" 1643 2167 2522
"1835" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "01" "#7F979C" "#A9A4AD" "#84C1C9" 2287 1377 1121
"1836" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "06" "#437A4E" "#54615D" "#5C6F75" 1407 779 1169
"1837" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "04" "#58815A" "#398D69" "#5F0FD3" 3681 1154 2724
"1838" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "10" "#99C6C6" "#2C1010" "#DB5EBD" 2561 2055 1933
"1839" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "16" "#93949D" "#FE2CF7" "#65C8CA" 1216 1068 1102
"1840" "23868977-961f-48fb-a1d3-869ad4209708" "set1" "07" "#4FBC93" "#7C796E" "#6E8B5B" 2827 2525 1122
