"anonid" "setname" "item" "color1" "color2" "color3" "timing1" "timing2" "timing3"
"10801" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "12" "#CBD42B" "#E3DE1C" "#58D12E" 12879 4129 3175
"10802" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "09" "#F50A19" "#FC0327" "#E71876" 2603 1887 3932
"10803" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "14" "#11EE35" "#0BF417" "#53E21D" 6540 1511 1733
"10804" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "13" "#CED52A" "#FF6300" "#D0CB2F" 4037 5188 4997
"10805" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "08" "#FA0A05" "#EC136F" "#F80765" 3160 6812 3406
"10806" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "02" "#FFFFFF" "#91FA05" "#D87327" 17429 2950 3460
"10807" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "03" "#EED956" "#DBDB24" "#8ED728" 13312 7210 3623
"10808" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "11" "#AAE9AB" "#29D6CF" "#236FDC" 7562 289506 2707
"10809" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "05" "#4095BF" "#2CF50A" "#56F906" 4208 3306 2074
"10810" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "15" "#1E8712" "#1FE037" "#299406" 5034 2606 3059
"10811" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "01" "#EDE35E" "#ECE713" "#D7DC23" 7337 1267 3731
"10812" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "06" "#C4DC69" "#D53DC5" "#31CE86" 14357 10130 3916
"10813" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "04" "#AFDA25" "#8AED12" "#2FD09C" 5862 1833 5749
"10814" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "10" "#CCD52A" "#FF3C3D" "#F23D39" 3175 16776 3117
"10815" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "16" "#0FF0E7" "#D6D827" "#DEE41B" 8108 2564 1803
"10816" "d527125e-318f-4a7a-b8bb-29f14d8c66c4" "set1" "07" "#DD6C22" "#EA1562" "#DE2158" 5233 2831 2551
"10817" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "12" "#4AB569" "#45BA79" "#8752AD" 5082 1539 1057
"10818" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "09" "#3536CA" "#D02F7A" "#B8BF40" 1905 886 1270
"10819" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "14" "#9832CD" "#75D32C" "#56A9A3" 2939 1438 2082
"10820" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "13" "#39AEC6" "#3D2AD5" "#7531CE" 5940 987 1789
"10821" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "08" "#8C2CD3" "#4788B8" "#765CA3" 2798 1418 1061
"10822" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "02" "#E21DBB" "#8CD52A" "#936C85" 2129 573 3103
"10823" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "03" "#4283BD" "#C7B838" "#19E6BC" 1881 873 913
"10824" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "11" "#DD22D5" "#B8BE41" "#62A45B" 1443 977 1479
"10825" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "05" "#D35C2C" "#BA7D45" "#73BE41" 5079 984 1227
"10826" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "15" "#2FD093" "#2DD258" "#677B98" 3832 1018 1334
"10827" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "01" "#459FBA" "#A45B78" "#D1A62E" 2101 1806 649
"10828" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "06" "#6CCB34" "#4CCC33" "#3ED32C" 1319 933 607
"10829" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "04" "#A57B5A" "#3DC278" "#A45B87" 1622 910 1246
"10830" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "10" "#C75A38" "#BE4180" "#A85791" 771 764 896
"10831" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "16" "#63B54A" "#7D45BA" "#33CC5F" 778 818 924
"10832" "d56714da-2333-4d37-b9fc-90bdf0a68342" "set1" "07" "#9E6167" "#CD3285" "#33BECC" 1089 5999 742
"10833" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "12" "#DB2D18" "#84150F" "#C95340" 12695 2829 6906
"10834" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "09" "#4824DB" "#D95126" "#98639C" 1713 14852 2932
"10835" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "14" "#9A120D" "#98280B" "#AA1908" 6347 4246 3437
"10836" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "13" "#971F14" "#AE1D15" "#EC131C" 4805 4625 1351
"10837" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "08" "#EA3D15" "#378AC8" "#2E82C0" 4014 8131 11936
"10838" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "02" "#E2D91D" "#DDE01F" "#E8F20D" 7371 1900 1621
"10839" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "03" "#BDAF41" "#D0CE2F" "#EFEC23" 6684 3902 8160
"10840" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "11" "#433FE3" "#E13E25" "#E73A34" 5664 3870 4968
"10841" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "05" "#E5DC1A" "#C7C438" "#D4D629" 4812 3859 2353
"10842" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "15" "#D58A2A" "#D68527" "#99460C" 3310 12605 7853
"10843" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "01" "#D0D629" "#E0E817" "#E5EE11" 4502 9589 1463
"10844" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "06" "#21B7DE" "#C1AB11" "#DAA325" 3997 17369 3124
"10845" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "04" "#CCDC23" "#BEAF41" "#D0AF2F" 1613 3979 5286
"10846" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "10" "#E73818" "#D3492C" "#961E0E" 1868 2201 7631
"10847" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "16" "#C57A3A" "#C48744" "#CC9633" 7322 5911 2822
"10848" "d567f574-621f-48d4-9f6a-5c5626f93772" "set1" "07" "#9F31CE" "#4172BE" "#537AAC" 9413 3991 3487
"10849" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "12" "#98676B" "#D2732D" "#D3852C" 9851 8384 8940
"10850" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "09" "#DC2423" "#337DCC" "#3397CC" 2554 1564 1003
"10851" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "14" "#E18B1E" "#D48F2B" "#C5873A" 2567 1742 1610
"10852" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "13" "#D2642D" "#D4802B" "#D52E2A" 1711 3417 773
"10853" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "08" "#E7183B" "#D22D41" "#E11E21" 1245 3024 1117
"10854" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "02" "#D5D728" "#BFC936" "#C5CD32" 6069 899 1127
"10855" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "03" "#C8C037" "#C4B73B" "#66C738" 3561 1261 2250
"10856" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "11" "#2A92D5" "#C43B93" "#204DDF" 3216 1733 1889
"10857" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "05" "#C9C036" "#B8C23D" "#AEBE41" 2988 1308 1717
"10858" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "15" "#D58F2A" "#CE8831" "#D89527" 4959 1716 1025
"10859" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "01" "#CBCD32" "#C5C23A" "#CFD12E" 1544 1115 2754
"10860" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "06" "#C5BE3A" "#C6C139" "#7EC23D" 1914 880 1973
"10861" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "04" "#C1C13E" "#CAC135" "#42CD32" 2638 770 989
"10862" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "10" "#3774C8" "#BC436D" "#1F39E0" 2172 7977 939
"10863" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "16" "#C2C03D" "#BDC23D" "#C1B93E" 983 3254 1245
"10864" "d57fb42a-7b75-4c67-87f8-55162dbee247" "set1" "07" "#9F608A" "#EB2914" "#ED1412" 9740 1007 1061
"10865" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "12" "#C65339" "#DD4822" "#DA7725" 6954 6675 2424
"10866" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "09" "#9EB748" "#DDA222" "#DF6020" 6868 5073 3008
"10867" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "14" "#D0472F" "#F2740D" "#E94E16" 3153 3643 2653
"10868" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "13" "#D44F2B" "#E32C1C" "#EB5014" 2493 1700 3197
"10869" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "08" "#3547CA" "#2AD584" "#D8278D" 6715 2154 6400
"10870" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "02" "#21DE95" "#271DE2" "#5823DC" 9300 2559 1798
"10871" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "03" "#84D827" "#1BE478" "#1C5AE3" 4787 5054 3971
"10872" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "11" "#3924DB" "#26D99A" "#E56A1A" 3134 3152 6116
"10873" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "05" "#EA7E15" "#E88B17" "#DC8723" 4595 3277 2197
"10874" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "15" "#DB3C24" "#E75F18" "#E5551A" 2438 3302 2883
"10875" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "01" "#3E2BD4" "#2980D6" "#340FF0" 2836 8994 1420
"10876" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "06" "#E16C1E" "#17E8C3" "#D77728" 2864 4334 1891
"10877" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "04" "#D1B22E" "#D95626" "#D4512B" 3871 4545 2075
"10878" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "10" "#2383DC" "#32CD6D" "#1DE277" 7363 2392 2901
"10879" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "16" "#C06B3F" "#271AE5" "#4327D8" 4378 3402 2891
"10880" "d58cd5f7-fbf6-4dc3-8517-77f4f47549f8" "set1" "07" "#D74428" "#C2743D" "#2BD432" 2983 2058 2329
"10881" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "12" "#1B23E4" "#1A1AE5" "#2D1FE0" 5371 1226 4338
"10882" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "09" "#35CA9B" "#E41B3F" "#262CD9" 1644 2018 5799
"10883" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "14" "#2A4CD5" "#201BE4" "#211EE1" 2306 971 1389
"10884" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "13" "#2D2BD4" "#1822E7" "#2329DC" 1435 1206 957
"10885" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "08" "#CC33AE" "#2929D6" "#BD3CC3" 1706 5553 1600
"10886" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "02" "#B3B34C" "#C9CB34" "#C2B63D" 2522 3813 905
"10887" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "03" "#C2B93D" "#48CF30" "#52C837" 1166 1658 1287
"10888" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "11" "#C63969" "#DA4325" "#BA35CA" 3152 2597 5789
"10889" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "05" "#5CCF30" "#5EC837" "#2DD22E" 2218 1930 1277
"10890" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "15" "#5131CE" "#1A26E5" "#351EE1" 1384 1249 905
"10891" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "01" "#C9CD32" "#C5C639" "#C2B33D" 1230 995 1656
"10892" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "06" "#38C744" "#2ED142" "#32CD50" 1248 1167 952
"10893" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "04" "#4DD22D" "#3ACC33" "#4FC13E" 954 1073 720
"10894" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "10" "#DF2058" "#E0491F" "#822ED1" 8211 876 3226
"10895" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "16" "#CAC135" "#C7C638" "#C3BC3C" 1913 1556 929
"10896" "d5b4c381-6d08-4cda-b3ac-32e080e02a4e" "set1" "07" "#3EC13E" "#4CBA45" "#47C13E" 1026 912 912
"10897" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "12" "#5C5DA3" "#865AA5" "#714EB1" 5806 1651 3535
"10898" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "09" "#3779C8" "#3852C7" "#3D37C8" 1613 1590 990
"10899" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "14" "#9455AA" "#7358A7" "#755CA3" 2028 2842 4090
"10900" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "13" "#6A649B" "#725CA3" "#51A7AE" 2026 1172 2364
"10901" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "08" "#D56D2A" "#E8E717" "#E4E718" 14101 6650 4533
"10902" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "02" "#7BBD42" "#45C03F" "#3DCD32" 2411 3612 2171
"10903" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "03" "#42BD93" "#46B959" "#4DC03F" 3942 2335 2474
"10904" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "11" "#5843BC" "#2E35D1" "#3242CD" 1400 3037 2311
"10905" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "05" "#49E817" "#4D94B2" "#27D849" 5690 2424 2288
"10906" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "15" "#804FB0" "#66609F" "#8050AF" 2486 1362 1444
"10907" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "01" "#49B6AA" "#8ECA35" "#51CE31" 1694 3503 8127
"10908" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "06" "#30EB14" "#68C23D" "#DAE718" 1890 2704 5572
"10909" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "04" "#1BE457" "#2AD53E" "#7EB14E" 1423 2784 5098
"10910" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "10" "#312BD4" "#4137C8" "#3931CE" 1984 1416 1510
"10911" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "16" "#59C23D" "#6DBC43" "#49C639" 2054 5462 2760
"10912" "d5e6e805-bcb3-4383-bb6c-d7d1565d2aa1" "set1" "07" "#F4EB0B" "#52AD95" "#DDE01F" 2710 3123 3293
"10913" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "12" "#E39C1C" "#DFD520" "#E7C618" 8522 4327 5222
"10914" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "09" "#309CCF" "#E2BD1D" "#D1C62E" 4261 4825 2363
"10915" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "14" "#F88407" "#F09C0F" "#E89B17" 5379 1162 4510
"10916" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "13" "#E9D216" "#F2A70D" "#E1CC1E" 6768 2322 2578
"10917" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "08" "#2ED1D1" "#2DD2BB" "#C0C43B" 10328 4803 4686
"10918" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "02" "#31BDCE" "#1EE1DE" "#28CED7" 8666 3419 3094
"10919" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "03" "#1CE916" "#2BC2D4" "#39AEC6" 1502 1500 2762
"10920" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "11" "#E4F20D" "#E1E31C" "#D8D227" 1946 4558 5876
"10921" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "05" "#17E84C" "#0FF05B" "#1DEE11" 3582 1899 31765
"10922" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "15" "#F1870E" "#F4860B" "#DE7421" 3368 2949 2533
"10923" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "01" "#1BE4D7" "#25B7DA" "#2BC4D4" 2686 1550 1550
"10924" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "06" "#22EE11" "#0EF807" "#33D629" 2311 1711 3122
"10925" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "04" "#18E75D" "#24DB2E" "#30EF10" 1735 1281 1725
"10926" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "10" "#D1E31C" "#CFDD22" "#D1C22E" 2098 2313 7292
"10927" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "16" "#24DBD9" "#1EDAE1" "#35C9CA" 1760 3524 727
"10928" "d63551dc-e8a5-40eb-931e-74f5225f28ed" "set1" "07" "#2BDB24" "#42BD4A" "#1CE32B" 1902 3054 4059
"10929" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "12" "#830E9E" "#9109B4" "#7B189C" 19414 11838 4749
"10930" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "09" "#F67506" "#9B16C8" "#9A13CC" 22235 4641 11112
"10931" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "14" "#B423DC" "#6B0E89" "#8B1FBA" 7390 6974 3016
"10932" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "13" "#8B02AC" "#8117AE" "#9614AB" 8454 4984 5289
"10933" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "08" "#FA9C05" "#DA1D06" "#CB070C" 5190 6343 2951
"10934" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "02" "#80F70C" "#86F40B" "#D6F71C" 14710 8927 8748
"10935" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "03" "#152AB3" "#1711A6" "#1A07AA" 9144 5180 5458
"10936" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "11" "#8308B7" "#9B18BA" "#802CB3" 6433 5086 5589
"10937" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "05" "#F8F707" "#F4F923" "#F6F831" 6693 4786 12173
"10938" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "15" "#9D0BBD" "#761BA3" "#7E12AF" 17744 2711 5257
"10939" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "01" "#8FF30C" "#BEF636" "#CDF726" 4372 7297 6944
"10940" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "06" "#0C17B9" "#F6F22F" "#DCF30C" 2367 4515 6611
"10941" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "04" "#F8F30F" "#F6F61C" "#FFFE17" 23903 6818 12112
"10942" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "10" "#B21D9F" "#8A17BE" "#6C1AD5" 4436 4473 10057
"10943" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "16" "#89E30F" "#C6F30C" "#B5F40B" 18238 10515 4158
"10944" "d72f234f-91e5-49e6-9b89-43dd9c42459f" "set1" "07" "#FBAA04" "#CD0B0F" "#C11A0A" 14473 2606 8797
"10945" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "12" "#2750D8" "#9C8648" "#B84797" 15967 6804 6433
"10946" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "09" "#BC07B5" "#B0B26B" "#A33B72" 13053 6197 2207
"10947" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "14" "#C2493D" "#6802FA" "#74826D" 11837 7403 1867
"10948" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "13" "#3AC5BC" "#AB545B" "#D78E28" 15123 5526 5512
"10949" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "08" "#A221DE" "#CAB610" "#9D74BD" 7712 3764 3672
"10950" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "02" "#B51C38" "#D00441" "#72F2B6" 3620 5324 819
"10951" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "03" "#764F38" "#B3DF20" "#7A3FD1" 4982 2179 4777
"10952" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "11" "#F0AC7D" "#A92902" "#FDBF34" 8258 1962 1698
"10953" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "05" NA "#505782" "#A9C978" 21419 10592 5632
"10954" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "15" "#2DABD2" "#E51A1A" "#76A447" 8336 6099 3401
"10955" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "01" "#391AE5" "#AFBA27" "#A1AE7C" 9982 3555 932
"10956" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "06" "#D2412D" "#B34CA3" "#67A63B" 5862 1755 1281
"10957" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "04" "#C7385E" "#2C7CBA" "#3256A1" 2014 2235 1855
"10958" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "10" "#0FF09A" "#DB1D8D" "#53EB4B" 2983 6216 2172
"10959" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "16" "#A78158" "#715C98" "#D7E649" 4021 1426 1184
"10960" "d75830a8-b3bf-47dd-bd9e-4c8c43dc975c" "set1" "07" "#5A99C3" "#CBCF0F" "#A19897" 2328 1678 1439
"10961" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "12" "#A15E68" "#A75873" "#884736" 11846 6656 5412
"10962" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "09" "#AB6D54" "#DCA023" "#B2834D" 11397 3183 3372
"10963" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "14" "#B2644D" "#12105A" "#7C2E29" 8792 8350 4190
"10964" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "13" "#BC5F43" "#9D3932" "#835CA3" 3272 4701 2772
"10965" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "08" "#45ADBA" "#C65839" "#3FC097" 3816 3605 2971
"10966" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "02" "#40BFAD" "#69B5C3" "#37BEC8" 7907 6662 5368
"10967" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "03" "#37C894" "#C04D3F" "#8CD1AA" 7861 3489 7750
"10968" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "11" "#B748A7" "#8E3C35" "#7A282A" 3801 6285 4449
"10969" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "05" "#39C68A" "#74D22D" "#9AD02F" 6729 4522 4401
"10970" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "15" "#55351E" "#6C2C23" "#461D1E" 8781 5634 8479
"10971" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "01" "#80DE96" "#26D9D6" "#2CC0D3" 9041 3388 5373
"10972" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "06" "#C463BA" "#9AB24D" "#1CE385" 6369 7537 3172
"10973" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "04" "#49B69F" "#77D42B" "#36C95A" 3025 2872 2910
"10974" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "10" NA "#A25742" "#51AE7E" 8354 4778 4159
"10975" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "16" "#5F87A0" "#B6B649" "#5CA36A" 3224 4184 2564
"10976" "d772c540-5c50-4a71-bd21-fccd705aae4f" "set1" "07" "#D876D6" "#34CBAB" "#40C13E" 10425 3255 3071
"10977" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "12" "#5206F9" "#A108F7" "#300870" 9421 22516 2309
"10978" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "09" "#C708F7" "#D429D6" "#7B17E8" 3695 4338 2177
"10979" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "14" "#850FF0" "#6E19E6" "#6117E8" 3577 1450 1462
"10980" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "13" "#8807F8" "#640BF4" "#410C93" 4756 2945 6540
"10981" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "08" "#F51EEC" "#DB24B3" "#E619E0" 8618 1058 1829
"10982" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "02" "#F3720C" "#EF7410" "#D8A227" 3238 3586 1122
"10983" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "03" "#F0780F" "#10EF7A" "#3DC281" 2408 2934 1463
"10984" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "11" "#2E09F6" "#3D11BE" "#9430CF" 7560 3081 3242
"10985" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "05" "#A2F40B" "#7CF577" "#18E79F" 3393 3953 1306
"10986" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "15" "#610AA9" "#380689" "#B3574C" 3912 6087 1556
"10987" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "01" "#E64919" "#B98B46" "#CBA434" 7543 1186 2150
"10988" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "06" "#09F684" "#2FF20D" "#29D6BF" 2763 1213 4227
"10989" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "04" "#10C42D" "#1BE49C" "#30CFBE" 7323 956 1942
"10990" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "10" "#2477DB" "#580DA8" "#6513EC" 1729 3427 1623
"10991" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "16" "#CE7331" "#AC6053" "#A17B5E" 5625 1184 2018
"10992" "d7927ab7-c463-4875-bc59-526cd3e25be7" "set1" "07" "#3DC2C1" "#F40BC1" "#FF00B0" 2883 1612 1539
"10993" "d7b844b6-3565-4cd0-bb01-3fb0b83fb33b" "set1" "12" "#6521DE" "#B019E6" "#E31C22" 4871 5592 2342
"10994" "d7b844b6-3565-4cd0-bb01-3fb0b83fb33b" "set1" "09" "#2721DE" "#5F26D9" "#551DE2" 3325 2983 2456
"10995" "d7b844b6-3565-4cd0-bb01-3fb0b83fb33b" "set1" "14" "#D12ED1" "#DC4323" "#DF2720" 4078 2112 1446
